customerid,historical_recency,historical_orders,historical_items,historical_revenue,historical_aov,historical_lifetime_days,churn_probability,risk_level,retention_opportunity_score,retention_priority,future_churn
13139,1,4,1799,3584.56,896.14,187,0.3647887277028831,Moderate Risk,1307.6070817746468,Monitor,0
13140,37,3,185,422.47,140.82333333333335,258,0.43702893657376063,High Risk,184.63161483431668,Standard Retention,1
13141,13,5,1548,2388.75,477.75,230,0.31307884555748816,Moderate Risk,747.8670923254498,Monitor,1
13144,261,1,21,110.95,110.95,0,0.7864040641759054,Critical Risk,87.2515309203167,Standard Retention,1
13145,20,3,121,499.72,166.57333333333335,280,0.4156873237557323,High Risk,207.72726942721457,Standard Retention,0
13147,28,1,24,118.8,118.8,0,0.619007817073177,Critical Risk,73.53812866829342,Standard Retention,0
13148,62,10,1370,2766.01,276.601,230,0.14645624772684795,Low Risk,405.0994457749387,Monitor,0
13149,35,3,884,1132.6200000000001,377.54,182,0.4583223660761306,High Risk,519.1050782651471,Standard Retention,0
13151,224,1,363,1257.8700000000001,1257.8700000000001,0,0.7784987865353816,Critical Risk,979.2502686192606,Standard Retention,1
13155,8,3,445,882.5,294.1666666666667,288,0.40305469735854305,High Risk,355.69577041891426,Standard Retention,0
13157,70,3,788,873.2,291.06666666666666,157,0.4968014964489455,High Risk,433.8070666992192,Standard Retention,0
13158,23,4,784,1201.06,300.265,224,0.37876869759113757,Moderate Risk,454.92393192881167,Monitor,1
13159,35,2,627,843.09,421.545,9,0.5703606999067032,High Risk,480.86540248434244,Standard Retention,0
13161,242,1,29,112.75,112.75,0,0.7750046811182059,Critical Risk,87.38177779607771,Standard Retention,1
13162,51,4,1713,1688.29,422.0725,212,0.4049995536124249,High Risk,683.7566963683208,Standard Retention,1
13165,280,1,496,354.64,354.64,0,0.800497467892474,Critical Risk,283.88842201338696,Standard Retention,0
13166,212,1,216,417.2,417.2,0,0.7602277425016082,Critical Risk,317.1670141716709,Standard Retention,1
13167,59,2,447,417.55,208.775,12,0.5882887956004109,High Risk,245.63998660295158,Standard Retention,0
13168,128,3,545,953.0600000000001,317.68666666666667,119,0.5588265446790603,High Risk,532.5952266718252,Standard Retention,0
13169,181,1,96,505.2,505.2,0,0.740942549154088,Critical Risk,374.3241758326452,Standard Retention,0
13171,228,1,53,140.35,140.35,0,0.7666823939812198,Critical Risk,107.6038739952642,Standard Retention,0
13173,296,1,114,165.94,165.94,0,0.807002211978023,Critical Risk,133.91394705563314,Standard Retention,1
13174,245,2,927,2034.06,1017.03,52,0.7285664356455984,Critical Risk,1481.9478440892858,Standard Retention,0
13178,2,9,3138,5156.7300000000005,572.97,287,0.13228641627416515,Low Risk,682.1653313934758,High Value - Low Risk,0
13183,15,7,1804,3085.5800000000004,440.7971428571429,247,0.218261195303231,Low Risk,673.4623790037435,Monitor,0
13184,59,9,1537,1472.1,163.56666666666666,159,0.19429738103474364,Low Risk,286.0251746212461,Monitor,0
13185,196,1,12,71.4,71.4,0,0.7450043726098095,Critical Risk,53.1933122043404,Standard Retention,1
13186,22,2,547,1301.94,650.97,35,0.552881764476345,High Risk,719.8188844423325,Standard Retention,0
13187,266,1,95,236.02,236.02,0,0.7908738584187562,Critical Risk,186.66204806399486,Standard Retention,1
13189,44,1,526,127.0,127.0,0,0.6327498528977861,Critical Risk,80.35923131801883,Standard Retention,0
13192,24,2,595,911.94,455.97,109,0.5306714255233393,High Risk,483.9404997917541,Standard Retention,1
13194,64,1,26,60.7,60.7,0,0.647407160112274,Critical Risk,39.29761461881503,Standard Retention,1
13196,13,2,1059,1586.95,793.475,177,0.5031509691345291,High Risk,798.4754304680409,Standard Retention,0
13198,49,5,2369,3009.18,601.836,241,0.3359286510900302,Moderate Risk,1010.8697782870969,Monitor,1
13199,21,22,3652,4740.16,215.4618181818182,274,0.008968584004137012,Low Risk,42.5125231530501,Monitor,0
13200,3,2,410,627.01,313.505,51,0.528787874873647,High Risk,331.5552854245254,Standard Retention,0
13203,49,2,274,309.86,154.93,121,0.5462914585312197,High Risk,169.27387134048377,Standard Retention,0
13207,79,1,72,197.52000000000004,197.52000000000004,0,0.6615812714922163,Critical Risk,130.6755327451426,Standard Retention,0
13208,84,4,572,828.82,207.205,153,0.45285536914808466,High Risk,375.33558705731554,Standard Retention,0
13209,57,5,3255,4156.08,831.216,233,0.3402823500176941,Moderate Risk,1414.240669261538,Monitor,0
13210,22,1,316,353.48,353.48,0,0.6182650329821056,Critical Risk,218.54432385851467,Standard Retention,1
13211,24,2,579,784.64,392.32,266,0.48204599773419937,High Risk,378.2325716621622,Standard Retention,1
13213,57,4,478,963.88,240.97,71,0.4537564788170499,High Risk,437.36679480217805,Standard Retention,0
13216,196,1,297,333.74,333.74,0,0.7487643896225562,Critical Risk,249.8926273926319,Standard Retention,1
13217,51,3,262,533.98,177.99333333333334,34,0.5176855785260616,High Risk,276.4337452213464,Standard Retention,1
13218,56,1,88,62.64,62.64,0,0.641050597720142,Critical Risk,40.15540944118969,Standard Retention,1
13220,7,4,196,819.2900000000001,204.82250000000002,158,0.38530340769921684,Moderate Risk,315.6752288938914,Monitor,1
13221,169,2,244,847.41,423.705,119,0.6496989296331083,Critical Risk,550.5613699603923,Standard Retention,1
13223,129,2,88,163.2,81.6,31,0.6397641503230256,Critical Risk,104.40950933271776,Standard Retention,1
13224,80,1,665,1212.26,1212.26,0,0.6789339824462574,Critical Risk,823.0445095603,Standard Retention,0
13225,72,5,2164,4299.56,859.912,218,0.35485631186828975,Moderate Risk,1525.726004256424,Monitor,0
13226,202,1,80,108.21000000000001,108.21000000000001,0,0.7495324601737239,Critical Risk,81.10690751539866,Standard Retention,1
13227,130,1,99,257.7,257.7,0,0.7013950524624455,Critical Risk,180.74950501957218,Standard Retention,1
13228,10,1,200,358.0,358.0,0,0.6082393281434554,Critical Risk,217.74967947535703,Standard Retention,1
13229,154,1,63,160.95,160.95,0,0.7173179225097847,Critical Risk,115.45231962794983,Standard Retention,1
13230,67,12,1332,2195.23,182.93583333333333,226,0.10237627885086927,Low Risk,224.73947862179375,Monitor,0
13232,27,5,649,1019.05,203.81,144,0.3524350231428707,Moderate Risk,359.1489103337423,Monitor,0
13233,3,2,1004,605.12,302.56,261,0.464911511276124,High Risk,281.3272537034082,Standard Retention,1
13235,141,1,441,1031.07,1031.07,0,0.7209853668111631,Critical Risk,743.3863821579858,Standard Retention,1
13236,35,1,168,439.23,439.23,0,0.630289212412702,Critical Risk,276.8419307680311,Standard Retention,0
13238,92,2,137,318.85,159.425,196,0.560780641627762,High Risk,178.80490758301192,Standard Retention,0
13239,190,1,327,329.56,329.56,0,0.7447425626628138,Critical Risk,245.4373589511569,Standard Retention,1
13240,25,4,298,663.65,165.9125,269,0.36873517624650626,Moderate Risk,244.71109971599387,Monitor,1
13242,41,3,130,270.40000000000003,90.13333333333334,101,0.4884833103541574,High Risk,132.08588711976418,Standard Retention,1
13243,132,1,232,585.12,585.12,0,0.7078493095672078,Critical Risk,414.17678801396465,Standard Retention,1
13244,21,1,38,121.74000000000001,121.74000000000001,0,0.6132534890693562,Critical Risk,74.65747975930343,Standard Retention,1
13246,105,5,1533,1838.51,367.702,153,0.4115384137942092,High Risk,756.6174891447915,Standard Retention,0
13247,11,1,203,305.07,305.07,0,0.6081745877758201,Critical Risk,185.53582149276943,Standard Retention,0
13248,53,2,305,465.68,232.84,64,0.5676265114956865,High Risk,264.3323138733113,Standard Retention,1
13249,21,3,546,711.41,237.13666666666666,168,0.4504793027973925,High Risk,320.475480803093,Standard Retention,1
13253,85,2,1572,1030.4,515.2,182,0.5629166866639822,High Risk,580.0293539385673,Standard Retention,1
13255,302,1,110,225.7,225.7,0,0.8109200018212958,Critical Risk,183.02464441106645,Standard Retention,1
13258,134,1,77,198.87,198.87,0,0.7034333170755533,Critical Risk,139.8917837668153,Standard Retention,0
13261,197,2,210,944.1,472.05,17,0.699016355406641,Critical Risk,659.9413411394098,Standard Retention,1
13262,192,1,125,200.29,200.29,0,0.7441707433503861,Critical Risk,149.04995818564882,Standard Retention,1
13263,16,24,2917,5131.1,213.79583333333335,237,0.0058214619147819195,Low Risk,29.87050323093751,High Value - Low Risk,0
13265,17,4,1340,1787.3,446.825,184,0.3840275958984453,Moderate Risk,686.3725221492913,Monitor,0
13266,4,9,3433,2841.35,315.7055555555555,181,0.1577230700555577,Low Risk,448.1464451023588,Monitor,0
13267,21,15,1344,3119.34,207.95600000000002,274,0.04338900910648086,Low Risk,135.34507166621,Monitor,0
13268,13,7,2773,2436.38,348.05428571428575,182,0.23453722091088175,Low Risk,571.4217942828541,Monitor,0
13269,17,9,2228,3340.68,371.18666666666667,281,0.14536703750539734,Low Risk,485.62475485353076,Monitor,0
13270,295,1,200,590.0,590.0,0,0.8112072362395182,Critical Risk,478.61226938131574,Standard Retention,1
13272,18,1,72,140.96,140.96,0,0.611108781346566,Critical Risk,86.14189381861195,Standard Retention,0
13273,42,1,153,138.98,138.98,0,0.6309884744376452,Critical Risk,87.69477817734392,Standard Retention,1
13276,28,1,20,137.38,137.38,0,0.6193185016702719,Critical Risk,85.08197575946195,Standard Retention,0
13277,45,2,86,125.9,62.95,17,0.5734235943601034,High Risk,72.19403052993702,Standard Retention,0
13279,7,1,73,137.75,137.75,0,0.6018313404484262,Critical Risk,82.90226714677071,Standard Retention,1
13280,51,3,518,798.46,266.15333333333336,214,0.4625101667363837,High Risk,369.2958677323329,Standard Retention,1
13282,91,2,172,773.1,386.55,58,0.6028038724162366,Critical Risk,466.0276737649925,Standard Retention,0
13283,114,1,30,25.5,25.5,0,0.6858570999470841,Critical Risk,17.489356048650645,Standard Retention,0
13284,259,1,91,201.19,201.19,0,0.7863552221501628,Critical Risk,158.20680714439126,Standard Retention,1
13285,90,3,1454,1970.1,656.6999999999999,128,0.5228115019728865,High Risk,1029.9909400367837,Standard Retention,0
13291,84,1,233,361.11,361.11,0,0.6682444260535996,Critical Risk,241.30974469221536,Standard Retention,1
13292,213,1,133,249.57,249.57,0,0.7586159006217041,Critical Risk,189.32777031815868,Standard Retention,0
13294,118,2,453,873.74,436.87,59,0.6255949285310515,Critical Risk,546.6073128547209,Standard Retention,1
13295,288,1,82,201.20000000000002,201.20000000000002,0,0.8029680538445642,Critical Risk,161.55717243352632,Standard Retention,1
13296,66,1,78,87.4,87.4,0,0.6494902024416056,Critical Risk,56.765443693396335,Standard Retention,1
13299,197,1,30,142.5,142.5,0,0.7466499758976997,Critical Risk,106.3976215654222,Standard Retention,1
13300,98,1,203,371.89,371.89,0,0.6792011885338558,Critical Risk,252.58813000385564,Standard Retention,1
13301,32,4,345,618.09,154.5225,188,0.39823096796958835,Moderate Risk,246.14257899232288,Monitor,1
13302,84,1,5,63.75,63.75,0,0.6633075638857716,Critical Risk,42.28585719771794,Standard Retention,1
13304,280,1,238,300.42,300.42,0,0.7997201025421435,Critical Risk,240.25191320571076,Standard Retention,1
13305,21,8,935,1471.25,183.90625,279,0.18526313251144505,Low Risk,272.5683837074635,Monitor,0
13307,49,1,4,15.0,15.0,0,0.6345067061083475,Critical Risk,9.517600591625213,Standard Retention,1
13308,132,1,519,814.95,814.95,0,0.7114684760081975,Critical Risk,579.8112345228806,Standard Retention,0
13309,17,3,878,928.14,309.38,220,0.4313830638740871,High Risk,400.3838769040952,Standard Retention,0
13310,135,2,395,817.65,408.825,117,0.6226561733666613,Critical Risk,509.11482015325066,Standard Retention,0
13311,79,1,271,490.11,490.11,0,0.6664303950090701,Critical Risk,326.6242008978954,Standard Retention,1
13313,70,3,487,918.34,306.11333333333334,198,0.48389795857247925,High Risk,444.3828512754506,Standard Retention,0
13314,2,1,356,499.62,499.62,0,0.604094548297637,Critical Risk,301.8177182204654,Standard Retention,0
13316,8,3,4764,4218.76,1406.2533333333333,174,0.4379366735888382,High Risk,1847.5497210696471,Standard Retention,0
13317,127,5,500,1313.98,262.796,160,0.4297618002954153,High Risk,564.6984103521697,Standard Retention,0
13319,20,19,3197,7390.47,388.9721052631579,274,0.015747848647968465,Low Risk,116.3840029973515,High Value - Low Risk,0
13320,7,4,1086,1532.2,383.05,135,0.39054375467562286,Moderate Risk,598.3911409139894,Monitor,1
13321,1,2,372,567.36,283.68,14,0.5380837687403602,High Risk,305.2872070325308,Standard Retention,1
13323,13,1,26,120.30000000000001,120.30000000000001,0,0.6065309407230012,Critical Risk,72.96567216897705,Standard Retention,0
13324,18,9,4645,6437.83,715.3144444444445,271,0.1374491260271334,Low Risk,884.8741070112603,High Value - Low Risk,0
13325,10,1,240,675.3,675.3,0,0.6136843947226487,Critical Risk,414.42107175620464,Standard Retention,1
13327,41,7,1256,2738.75,391.25,252,0.23436280427776882,Low Risk,641.8611302157393,Monitor,0
13328,245,1,680,1308.48,1308.48,0,0.7917562566412627,Critical Risk,1035.9972266899595,Standard Retention,1
13329,295,1,175,304.2,304.2,0,0.8080331890502396,Critical Risk,245.80369610908286,Standard Retention,0
13330,21,3,751,1140.93,380.31,223,0.4336078957251254,High Risk,494.71625646966737,Standard Retention,1
13334,11,3,1764,3502.32,1167.44,223,0.42368692596935464,High Risk,1483.8871945609903,Standard Retention,1
13336,6,1,559,795.12,795.12,0,0.6126743927345792,Critical Risk,487.14966315111866,Standard Retention,1
13338,86,1,256,487.02,487.02,0,0.6718137276764578,Critical Risk,327.18672165298847,Standard Retention,1
13339,129,1,326,860.12,860.12,0,0.7098178480146988,Critical Risk,610.5285274344028,Standard Retention,1
13340,34,5,5148,9229.54,1845.9080000000001,170,0.31976350467004555,Moderate Risk,2951.2700568923724,High Value - Low Risk,0
13341,189,1,301,775.85,775.85,0,0.7501035444027151,Critical Risk,581.9678349248466,Standard Retention,1
13343,106,1,135,353.43,353.43,0,0.6849533944930921,Critical Risk,242.08307821569355,Standard Retention,1
13344,206,1,599,1656.15,1656.15,0,0.7726180335748482,Critical Risk,1279.5713563049849,Standard Retention,0
13345,216,1,141,389.5,389.5,0,0.7623692191750331,Critical Risk,296.9428108686754,Standard Retention,1
13350,8,1,155,646.57,646.57,0,0.611451724667567,Critical Risk,395.3463416183088,Standard Retention,0
13354,0,1,604,743.53,743.53,0,0.6068181156772058,Critical Risk,451.1874735494728,Standard Retention,1
13355,51,1,314,674.7,674.7,0,0.6472814475794052,Critical Risk,436.7207926818247,Standard Retention,1
13356,9,1,325,768.24,768.24,0,0.6145073828529714,Critical Risk,472.08915180296674,Standard Retention,1
13357,186,1,321,609.4,609.4,0,0.7458805848899707,Critical Risk,454.53962843194813,Standard Retention,1
13358,197,1,285,439.03000000000003,439.03000000000003,0,0.7508317546454607,Critical Risk,329.6376652419966,Standard Retention,1
13362,174,2,727,1581.53,790.765,41,0.6778407844068102,Critical Risk,1072.0255357629026,Standard Retention,0
13364,0,1,71,134.96,134.96,0,0.5958734358294132,High Risk,80.41907889953761,Standard Retention,1
13365,146,1,404,700.6,700.6,0,0.7197212720318663,Critical Risk,504.23672318552553,Standard Retention,0
13368,185,2,327,623.4,311.7,80,0.6723321667644878,Critical Risk,419.1318727609817,Standard Retention,1
13369,294,1,149,308.28000000000003,308.28000000000003,0,0.807517885389004,Critical Risk,248.94161370772218,Standard Retention,1
13370,300,1,343,754.87,754.87,0,0.8157484845361783,Critical Risk,615.7840585218249,Standard Retention,1
13372,18,1,159,378.64,378.64,0,0.6152299988789982,Critical Risk,232.9506867755439,Standard Retention,1
13373,87,2,944,2055.58,1027.79,117,0.5873075820419816,High Risk,1207.2577194938565,Standard Retention,0
13375,17,1,442,778.65,778.65,0,0.621423181838342,Critical Risk,483.871160538425,Standard Retention,1
13376,28,3,493,1019.76,339.92,135,0.4662928826647062,High Risk,475.5068300261608,Standard Retention,1
13379,65,1,166,136.29,136.29,0,0.6495641002378983,Critical Risk,88.52909122142316,Standard Retention,0
13381,18,5,1641,2982.23,596.446,209,0.3200906025546938,Moderate Risk,954.5837976566845,Monitor,0
13382,209,1,131,222.99,222.99,0,0.7556798999344233,Critical Risk,168.50906088637706,Standard Retention,1
13384,2,5,1701,3131.4700000000003,626.2940000000001,104,0.3355261918132932,Moderate Risk,1050.6902038775734,Monitor,0
13385,258,1,281,534.57,534.57,0,0.7898808805370652,Critical Risk,422.246622308699,Standard Retention,1
13388,60,2,282,677.1,338.55,0,0.5934905258169768,High Risk,401.852435030675,Standard Retention,1
13389,3,2,319,580.15,290.075,157,0.49602986759699674,High Risk,287.77172768639764,Standard Retention,0
13390,3,1,224,544.08,544.08,0,0.6055776358871736,Critical Risk,329.48268013349343,Standard Retention,1
13391,132,1,4,59.8,59.8,0,0.6998165785423799,Critical Risk,41.84903139683431,Standard Retention,1
13394,7,6,1755,1846.19,307.6983333333333,231,0.2638749829880631,Low Risk,487.16335484273225,Monitor,0
13395,114,1,336,307.72,307.72,0,0.6904482578627144,Critical Risk,212.46473790951447,Standard Retention,1
13396,248,1,139,387.27000000000004,387.27000000000004,0,0.7821046857457534,Critical Risk,302.88568164875795,Standard Retention,0
13397,1,5,430,1544.13,308.826,266,0.2972841858300364,Low Risk,459.04542986573415,Monitor,1
13398,121,1,281,457.34000000000003,457.34000000000003,0,0.697903384541472,Critical Risk,319.17913388619684,Standard Retention,1
13402,56,2,479,621.23,310.615,244,0.5161835042148831,High Risk,320.6686783234119,Standard Retention,1
13404,141,1,99,217.81,217.81,0,0.708835696643694,Critical Risk,154.39150308596297,Standard Retention,1
13405,3,3,165,572.451,190.817,243,0.4121872101414611,High Risk,235.95698063268955,Standard Retention,1
13408,4,46,11924,20381.58,443.0778260869566,298,2.2170050135901262e-05,Low Risk,0.45186065044888246,High Value - Low Risk,0
13410,3,4,406,728.66,182.165,216,0.3657843025409847,Moderate Risk,266.5323898895139,Monitor,0
13411,36,1,72,213.55,213.55,0,0.6272466311805137,Critical Risk,133.94851808859872,Standard Retention,1
13414,62,3,1574,1390.5,463.5,162,0.4884789901911063,High Risk,679.2300358607333,Standard Retention,1
13416,10,1,48,275.0,275.0,0,0.6066832972089719,Critical Risk,166.83790673246725,Standard Retention,0
13417,134,1,72,236.0,236.0,0,0.7039846601390727,Critical Risk,166.14037979282116,Standard Retention,1
13418,13,16,3397,5068.13,316.758125,288,0.03162581289339184,Low Risk,160.28373109938602,High Value - Low Risk,0
13420,78,2,101,159.85,79.925,20,0.6007662321000818,Critical Risk,96.03248220119808,Standard Retention,1
13421,219,1,495,825.04,825.04,0,0.770090986821617,Critical Risk,635.3558677673069,Standard Retention,0
13425,37,3,1123,1624.21,541.4033333333333,186,0.4585963276411625,High Risk,744.8567413180525,Standard Retention,1
13426,18,6,1397,2010.65,335.10833333333335,269,0.26133930331415367,Low Risk,525.461870208603,Monitor,0
13427,49,2,431,464.86,232.43,94,0.5552133911006318,High Risk,258.0964969870397,Standard Retention,0
13429,4,1,620,330.6,330.6,0,0.6031131111065787,Critical Risk,199.38919453183493,Standard Retention,0
13430,15,1,433,336.31,336.31,0,0.6122562061801533,Critical Risk,205.90788470044737,Standard Retention,0
13431,17,1,556,853.6800000000001,853.6800000000001,0,0.6227892434745357,Critical Risk,531.6627213693416,Standard Retention,0
13434,3,2,300,534.24,267.12,22,0.5371984490034035,High Risk,286.9928993955783,Standard Retention,1
13435,4,4,1197,1973.02,493.255,113,0.39316511787515585,Moderate Risk,775.72264087004,Monitor,0
13437,28,4,689,2173.6,543.4,91,0.4188999813225822,High Risk,910.5209994027647,Standard Retention,0
13439,184,1,242,283.71,283.71,0,0.7400208633903129,Critical Risk,209.95131915246566,Standard Retention,1
13441,20,1,204,296.64,296.64,0,0.6155412048192329,Critical Risk,182.59414299757725,Standard Retention,1
13448,9,5,1196,2484.37,496.87399999999997,293,0.2931169311743879,Low Risk,728.2109103017141,Monitor,0
13450,18,5,1618,1727.28,345.456,128,0.3474761124855408,Moderate Risk,600.1885395740248,Monitor,0
13451,55,4,1743,2385.5,596.375,208,0.40735667850999396,High Risk,971.7493565855906,Standard Retention,0
13452,188,2,2,590.0,295.0,11,0.692591655264328,Critical Risk,408.6290766059535,Standard Retention,1
13453,94,2,134,356.98,178.49,123,0.5845609981966364,High Risk,208.67658513623527,Standard Retention,1
13455,295,1,190,692.94,692.94,0,0.8123296525195417,Critical Risk,562.8957094168912,Standard Retention,0
13456,84,3,261,855.0600000000001,285.02000000000004,51,0.5410555833935752,High Risk,462.6349871365104,Standard Retention,0
13458,28,10,4521,7678.42,767.842,260,0.11342585939629671,Low Risk,870.9313873057125,High Value - Low Risk,0
13461,67,2,836,884.2,442.1,25,0.5932738196735672,High Risk,524.5727113553681,Standard Retention,0
13462,181,1,62,151.5,151.5,0,0.7360185061583676,Critical Risk,111.5068036829927,Standard Retention,1
13466,113,1,259,307.90000000000003,307.90000000000003,0,0.689637540523488,Critical Risk,212.339398727182,Standard Retention,1
13468,3,30,2152,4855.14,161.83800000000002,298,0.0013721605887880492,Low Risk,6.66203176104841,Monitor,0
13470,28,2,100,165.0,82.5,15,0.5595165493767575,High Risk,92.32023064716499,Standard Retention,1
13473,261,1,198,241.26,241.26,0,0.7880811496304974,Critical Risk,190.1324581598538,Standard Retention,0
13474,165,1,129,226.84,226.84,0,0.7260787960057375,Critical Risk,164.7037140859415,Standard Retention,1
13475,120,4,1012,1431.78,357.945,107,0.49685428707828666,High Risk,711.3860311529493,Standard Retention,1
13476,107,2,417,1238.47,619.235,102,0.6052228298123739,Critical Risk,749.5503180377307,Standard Retention,1
13477,67,4,626,899.55,224.8875,153,0.4379198632823169,High Risk,393.9308130156082,Standard Retention,0
13479,129,2,134,300.95,150.475,33,0.6397148619097704,Critical Risk,192.52218769174542,Standard Retention,1
13481,37,4,861,1361.33,340.3325,148,0.4123764297972757,High Risk,561.3804051759253,Standard Retention,0
13482,161,1,116,184.64000000000001,184.64000000000001,0,0.7226588188062618,Critical Risk,133.43172430438818,Standard Retention,1
13484,170,1,44,313.8,313.8,0,0.7307246114202667,Critical Risk,229.30138306367968,Standard Retention,1
13485,162,1,277,454.24,454.24,0,0.7273354265900918,Critical Risk,330.3848441742833,Standard Retention,1
13486,7,3,669,1122.41,374.1366666666667,76,0.46602009869000316,High Risk,523.0656189706465,Standard Retention,1
13487,142,2,213,408.8,204.4,140,0.6201950537571239,Critical Risk,253.53573797591227,Standard Retention,0
13488,1,11,3548,7367.1900000000005,669.7445454545455,295,0.08182386682669304,Low Risk,602.8119734469448,High Value - Low Risk,0
13489,34,4,560,449.52,112.38,189,0.40035573584691536,High Risk,179.96791037790538,Standard Retention,1
13491,76,9,812,1088.45,120.9388888888889,224,0.19248384733580545,Low Risk,209.50904363265747,Monitor,0
13492,65,3,408,1269.84,423.28,78,0.5159034982428347,High Risk,655.1148982086811,Standard Retention,1
13493,204,2,380,618.63,309.315,11,0.7048146053731837,Critical Risk,436.01945932201266,Standard Retention,1
13494,240,1,162,316.26000000000005,316.26000000000005,0,0.7764088703293378,Critical Risk,245.5470693303564,Standard Retention,1
13495,161,3,485,1072.43,357.4766666666667,136,0.5819503697634183,High Risk,624.1010350453827,Standard Retention,0
13496,288,1,229,501.01,501.01,0,0.8064344420954672,Critical Risk,404.03171983425,Standard Retention,1
13497,211,2,163,348.05,174.025,85,0.6898058305396209,Critical Risk,240.08691931931506,Standard Retention,1
13499,2,3,451,613.85,204.61666666666667,196,0.4255974748116924,High Risk,261.25300991315737,Standard Retention,0
13500,51,1,128,326.40000000000003,326.40000000000003,0,0.6413960781655051,Critical Risk,209.3516799132209,Standard Retention,0
13501,217,1,560,1340.32,1340.32,0,0.7753901125344866,Critical Risk,1039.2708756322231,Standard Retention,1
13502,203,2,110,189.16000000000003,94.58000000000001,48,0.6929477755956742,Critical Risk,131.07800123167775,Standard Retention,0
13503,0,1,248,216.85,216.85,0,0.5974473517239648,High Risk,129.55645822134176,Standard Retention,1
13505,1,4,2486,4393.63,1098.4075,159,0.37087170741554554,Moderate Risk,1629.4730598521635,Monitor,1
13506,245,2,324,458.52,229.26,53,0.7231641006947548,Critical Risk,331.58520345055894,Standard Retention,1
13507,27,3,1212,2022.79,674.2633333333333,47,0.4920696287476563,High Risk,995.3535243344717,Standard Retention,1
13508,172,1,24,110.97,110.97,0,0.7292272788175073,Critical Risk,80.92235113037879,Standard Retention,1
13509,28,5,799,705.02,141.004,184,0.3435750967856735,Moderate Risk,242.22731473583553,Monitor,0
13510,24,2,743,897.81,448.905,88,0.5371718956586796,High Risk,482.2782996413191,Standard Retention,0
13512,189,1,143,251.21,251.21,0,0.7428701531384578,Critical Risk,186.616411169912,Standard Retention,1
13513,55,1,109,205.1,205.1,0,0.6426100283530745,Critical Risk,131.79931681521558,Standard Retention,1
13514,2,1,40,152.20000000000002,152.20000000000002,0,0.5978336541958728,High Risk,90.99028216861184,Standard Retention,1
13515,1,4,681,891.12,222.78,175,0.3756208900955936,Moderate Risk,334.72328758198535,Monitor,1
13516,1,2,320,620.41,310.205,166,0.49166404986795437,High Risk,305.03329317857754,Standard Retention,0
13517,35,2,981,1612.18,806.09,73,0.5541968238931377,High Risk,893.4650355440389,Standard Retention,0
13518,14,1,382,627.16,627.16,0,0.6163209918347615,Critical Risk,386.531873239089,Standard Retention,1
13519,7,1,23,122.75,122.75,0,0.6015283690329447,Critical Risk,73.83760729879397,Standard Retention,1
13520,66,5,1312,2947.98,589.596,234,0.3506945495782291,Moderate Risk,1033.840518265628,Monitor,0
13523,128,3,828,2369.24,789.7466666666666,166,0.5434557360936005,High Risk,1287.577068182402,Standard Retention,0
13524,10,4,207,483.86,120.965,138,0.3947258008450475,Moderate Risk,190.99202599688468,Monitor,0
13525,177,1,208,282.88,282.88,0,0.735224907052661,Critical Risk,207.98042170705673,Standard Retention,0
13527,18,6,1509,1847.79,307.965,237,0.26980639582010635,Low Risk,498.5455601324343,Monitor,0
13529,7,2,74,307.76,153.88,125,0.5081094291909987,High Risk,156.37575792782175,Standard Retention,1
13531,134,2,174,483.8,241.9,161,0.6076562227503297,Critical Risk,293.9840805666095,Standard Retention,1
13533,111,3,202,269.09,89.69666666666666,84,0.5550276918549912,High Risk,149.35240160125957,Standard Retention,1
13534,36,21,2242,4371.53,208.16809523809522,250,0.012228836428450048,Low Risk,53.458725312062235,Monitor,0
13536,4,1,319,455.17,455.17,0,0.6049789445488201,Critical Risk,275.3682661902864,Standard Retention,0
13538,23,6,137,990.75,165.125,221,0.2800874866559467,Low Risk,277.49667740437917,Monitor,0
13539,14,3,320,631.34,210.4466666666667,223,0.4276662217455557,High Risk,270.0027924368391,Standard Retention,1
13544,169,1,63,113.01,113.01,0,0.72719921694083,Critical Risk,82.18078350648321,Standard Retention,0
13546,129,1,107,182.26,182.26,0,0.6995289302733987,Critical Risk,127.49614283162964,Standard Retention,0
13548,25,2,436,678.16,339.08,147,0.5188911363817128,High Risk,351.8912130486223,Standard Retention,1
13549,71,5,411,762.0500000000001,152.41000000000003,99,0.4026258266020112,High Risk,306.82101116206263,Standard Retention,0
13551,248,1,12,91.80000000000001,91.80000000000001,0,0.7783890619950408,Critical Risk,71.45611589114475,Standard Retention,1
13552,15,11,1238,3314.55,301.32272727272726,229,0.10255907773085453,Low Risk,339.9371910928039,Monitor,0
13555,2,4,2636,4098.88,1024.72,128,0.381681945442814,Moderate Risk,1564.4684925366414,Monitor,1
13557,209,1,224,240.68,240.68,0,0.7559786962073507,Critical Risk,181.94895260318518,Standard Retention,0
13561,144,1,83,141.85999999999999,141.85999999999999,0,0.709873238502247,Critical Risk,100.70261761392875,Standard Retention,1
13562,10,3,757,1799.3300000000002,599.7766666666668,163,0.44159678488830933,High Risk,794.5783429530817,Standard Retention,1
13563,13,2,209,777.53,388.765,55,0.5366853498021386,High Risk,417.28896003165676,Standard Retention,1
13564,73,3,636,1724.67,574.89,223,0.4782250696941494,High Risk,824.7804309494087,Standard Retention,1
