customer_id,country,total_orders,total_items,total_revenue,average_order_value,first_purchase_date,last_purchase_date,recency,frequency,churn_status
13643,United Kingdom,3,273,519.44,173.15,2011-06-07,2011-11-08,31,3,Active
13644,United Kingdom,4,2067,2624.26,656.07,2011-08-26,2011-11-23,16,4,Active
13645,United Kingdom,1,158,252.10,252.10,2011-08-11,2011-08-11,120,1,At Risk
13647,United Kingdom,4,887,1648.12,412.03,2011-04-19,2011-11-30,9,4,Active
13649,United Kingdom,2,139,346.60,173.30,2010-12-08,2011-03-28,256,2,Churned
13650,United Kingdom,6,922,1836.34,306.06,2011-03-17,2011-11-23,16,6,Active
13651,United Kingdom,2,33,94.20,47.10,2011-10-31,2011-11-04,35,2,Active
13652,United Kingdom,3,578,1095.08,365.03,2010-12-06,2011-10-25,45,3,Active
13654,United Kingdom,6,2182,2707.33,451.22,2011-03-11,2011-10-27,43,6,Active
13655,United Kingdom,2,605,932.97,466.49,2011-04-12,2011-08-17,114,2,At Risk
13656,United Kingdom,2,490,379.65,189.83,2011-01-06,2011-06-28,164,2,Churned
13657,United Kingdom,2,209,382.14,191.07,2011-05-22,2011-11-29,10,2,Active
13658,United Kingdom,5,1019,2639.17,527.83,2011-05-19,2011-11-30,9,5,Active
13659,United Kingdom,2,882,1563.00,781.50,2011-01-23,2011-05-18,205,2,Churned
13662,United Kingdom,3,533,881.26,293.75,2011-03-25,2011-09-15,85,3,At Risk
13663,United Kingdom,1,91,189.47,189.47,2011-06-13,2011-06-13,179,1,Churned
13666,United Kingdom,3,41,84.65,28.22,2011-02-25,2011-10-10,60,3,Active
13667,United Kingdom,1,149,299.05,299.05,2011-07-13,2011-07-13,149,1,Churned
13668,United Kingdom,21,3722,6309.83,300.47,2010-12-12,2011-12-07,2,21,Active
13669,United Kingdom,2,237,218.55,109.28,2011-07-13,2011-10-20,50,2,Active
13670,United Kingdom,1,282,349.70,349.70,2011-09-25,2011-09-25,75,1,At Risk
13672,United Kingdom,2,57,186.39,93.20,2011-01-11,2011-02-11,301,2,Churned
13673,United Kingdom,2,114,387.44,193.72,2011-11-07,2011-11-21,18,2,Active
13675,United Kingdom,2,330,486.82,243.41,2011-02-28,2011-07-11,151,2,Churned
13678,United Kingdom,1,924,232.60,232.60,2011-07-11,2011-07-11,151,1,Churned
13680,United Kingdom,4,1934,3719.12,929.78,2011-01-04,2011-12-08,1,4,Active
13681,United Kingdom,4,360,827.83,206.96,2011-07-07,2011-11-22,17,4,Active
13682,United Kingdom,1,10,59.50,59.50,2011-06-05,2011-06-05,187,1,Churned
13684,United Kingdom,1,38,65.13,65.13,2011-02-27,2011-02-27,285,1,Churned
13685,United Kingdom,7,5056,3119.44,445.63,2011-10-10,2011-12-07,2,7,Active
13686,United Kingdom,1,70,72.00,72.00,2011-06-10,2011-06-10,182,1,Churned
13689,United Kingdom,1,512,910.00,910.00,2011-10-07,2011-10-07,63,1,At Risk
13690,United Kingdom,1,67,172.25,172.25,2011-10-11,2011-10-11,59,1,Active
13692,United Kingdom,3,1226,1488.32,496.11,2011-04-17,2011-11-15,24,3,Active
13694,United Kingdom,50,63312,65039.62,1300.79,2010-12-01,2011-12-06,3,50,Active
13695,United Kingdom,15,1603,2504.13,166.94,2011-03-25,2011-11-08,31,15,Active
13697,United Kingdom,1,177,151.30,151.30,2011-11-01,2011-11-01,38,1,Active
13699,United Kingdom,1,66,308.58,308.58,2011-07-07,2011-07-07,155,1,Churned
13700,United Kingdom,10,2281,2248.63,224.86,2011-01-16,2011-11-13,26,10,Active
13703,United Kingdom,1,10,99.50,99.50,2011-01-25,2011-01-25,318,1,Churned
13704,United Kingdom,9,1531,2308.06,256.45,2011-09-12,2011-12-04,5,9,Active
13705,United Kingdom,3,363,711.86,237.29,2010-12-01,2011-12-02,7,3,Active
13706,United Kingdom,1,189,330.79,330.79,2011-02-10,2011-02-10,302,1,Churned
13707,United Kingdom,2,351,806.41,403.21,2011-01-28,2011-03-17,267,2,Churned
13708,United Kingdom,1,301,285.33,285.33,2011-03-13,2011-03-13,271,1,Churned
13709,United Kingdom,13,3508,6307.65,485.20,2011-01-28,2011-12-06,3,13,Active
13710,United Kingdom,1,176,180.48,180.48,2011-11-08,2011-11-08,31,1,Active
13711,United Kingdom,2,140,252.06,126.03,2011-05-05,2011-05-05,218,2,Churned
13712,United Kingdom,1,352,228.84,228.84,2011-04-07,2011-04-07,246,1,Churned
13715,United Kingdom,5,562,1077.39,215.48,2010-12-02,2011-03-03,281,5,Churned
13716,United Kingdom,1,138,138.28,138.28,2011-03-15,2011-03-15,269,1,Churned
13717,United Kingdom,6,1959,1445.01,240.84,2011-02-14,2011-11-07,32,6,Active
13718,United Kingdom,2,173,306.55,153.28,2011-02-17,2011-04-07,246,2,Churned
13719,United Kingdom,5,609,1041.68,208.34,2011-04-19,2011-11-24,15,5,Active
13720,United Kingdom,4,501,799.90,199.98,2011-03-30,2011-08-15,116,4,At Risk
13721,United Kingdom,1,316,524.14,524.14,2011-11-03,2011-11-03,36,1,Active
13722,United Kingdom,3,1401,2375.41,791.80,2011-03-02,2011-07-31,131,3,Churned
13723,United Kingdom,1,43,199.85,199.85,2011-05-06,2011-05-06,217,1,Churned
13725,United Kingdom,8,806,1980.56,247.57,2011-02-04,2011-10-21,49,8,Active
13726,United Kingdom,2,1054,1079.66,539.83,2011-08-31,2011-11-01,38,2,Active
13727,United Kingdom,2,162,333.48,166.74,2011-11-06,2011-11-11,28,2,Active
13728,United Kingdom,6,458,1016.14,169.36,2011-02-02,2011-11-03,36,6,Active
13730,United Kingdom,2,488,752.60,376.30,2011-07-01,2011-07-27,135,2,Churned
13731,United Kingdom,2,278,610.59,305.30,2011-04-07,2011-05-04,219,2,Churned
13732,United Kingdom,1,498,491.86,491.86,2011-11-11,2011-11-11,28,1,Active
13735,United Kingdom,4,1128,2883.54,720.89,2011-04-19,2011-11-15,24,4,Active
13736,United Kingdom,2,496,729.80,364.90,2011-03-24,2011-12-04,5,2,Active
13737,United Kingdom,1,125,339.60,339.60,2011-05-23,2011-05-23,200,1,Churned
13739,United Kingdom,1,54,216.90,216.90,2011-11-21,2011-11-21,18,1,Active
13740,United Kingdom,1,425,350.75,350.75,2011-04-13,2011-04-13,240,1,Churned
13741,United Kingdom,3,218,668.43,222.81,2011-05-06,2011-09-29,71,3,At Risk
13742,United Kingdom,12,1115,3107.87,258.99,2011-01-23,2011-11-23,16,12,Active
13743,United Kingdom,7,1776,1341.60,191.66,2011-03-25,2011-12-07,2,7,Active
13744,United Kingdom,2,1153,1080.52,540.26,2011-02-20,2011-09-05,95,2,At Risk
13745,United Kingdom,1,496,300.04,300.04,2011-06-30,2011-06-30,162,1,Churned
13747,United Kingdom,1,8,79.60,79.60,2010-12-01,2010-12-01,373,1,Churned
13748,United Kingdom,5,439,948.25,189.65,2010-12-01,2011-09-05,95,5,At Risk
13750,United Kingdom,5,516,1647.26,329.45,2011-01-07,2011-10-17,53,5,Active
13751,United Kingdom,1,152,296.25,296.25,2011-02-24,2011-02-24,288,1,Churned
13752,United Kingdom,6,874,1175.38,195.90,2011-04-07,2011-08-07,124,6,Churned
13753,United Kingdom,1,512,741.26,741.26,2011-02-25,2011-02-25,287,1,Churned
13754,United Kingdom,2,214,282.60,141.30,2011-01-26,2011-07-11,151,2,Churned
13755,United Kingdom,9,1242,2108.06,234.23,2011-10-07,2011-12-06,3,9,Active
13756,United Kingdom,14,3188,5189.52,370.68,2010-12-07,2011-12-07,2,14,Active
13758,United Kingdom,7,1844,3190.55,455.79,2010-12-01,2011-11-28,11,7,Active
13759,United Kingdom,2,287,659.41,329.71,2011-09-29,2011-11-06,33,2,Active
13760,United Kingdom,2,197,286.79,143.40,2011-03-28,2011-10-16,54,2,Active
13761,United Kingdom,2,642,1070.65,535.33,2011-06-13,2011-10-20,50,2,Active
13762,United Kingdom,1,272,306.72,306.72,2011-05-05,2011-05-05,218,1,Churned
13763,United Kingdom,1,728,1714.96,1714.96,2011-10-07,2011-10-07,63,1,At Risk
13764,United Kingdom,3,926,1519.42,506.47,2011-01-06,2011-09-30,70,3,At Risk
13767,United Kingdom,37,7322,17220.36,465.42,2010-12-01,2011-12-07,2,37,Active
13769,United Kingdom,10,1163,2796.51,279.65,2010-12-07,2011-12-07,2,10,Active
13771,United Kingdom,4,1477,2634.45,658.61,2011-04-06,2011-10-06,64,4,At Risk
13772,United Kingdom,3,540,1122.63,374.21,2011-04-14,2011-11-06,33,3,Active
13774,United Kingdom,1,192,345.00,345.00,2011-09-19,2011-09-19,81,1,At Risk
13777,United Kingdom,33,12897,25977.16,787.19,2010-12-01,2011-12-09,0,33,Active
13778,United Kingdom,1,70,178.70,178.70,2011-08-28,2011-08-28,103,1,At Risk
13780,United Kingdom,2,318,360.01,180.01,2011-06-22,2011-12-02,7,2,Active
13781,United Kingdom,1,30,127.84,127.84,2011-04-03,2011-04-03,250,1,Churned
13782,United Kingdom,6,369,908.86,151.48,2011-01-16,2011-11-27,12,6,Active
13784,United Kingdom,11,2493,2462.79,223.89,2011-01-11,2011-11-30,9,11,Active
13786,United Kingdom,1,136,230.40,230.40,2010-12-07,2010-12-07,367,1,Churned
13787,United Kingdom,2,337,309.04,154.52,2010-12-10,2011-09-25,75,2,At Risk
13790,United Kingdom,1,748,348.80,348.80,2011-12-05,2011-12-05,4,1,Active
13791,United Kingdom,2,1200,1516.00,758.00,2011-06-24,2011-08-04,127,2,Churned
13792,United Kingdom,2,92,195.55,97.78,2011-02-25,2011-10-04,66,2,At Risk
13798,United Kingdom,57,23948,37153.85,651.82,2010-12-02,2011-12-08,1,57,Active
13799,United Kingdom,2,402,688.86,344.43,2011-02-18,2011-08-15,116,2,At Risk
13800,United Kingdom,1,331,558.32,558.32,2011-02-03,2011-02-03,309,1,Churned
13801,United Kingdom,1,168,324.80,324.80,2011-10-04,2011-10-04,66,1,At Risk
13802,United Kingdom,3,2572,4599.42,1533.14,2011-02-01,2011-07-24,138,3,Churned
13803,United Kingdom,1,121,277.07,277.07,2011-03-29,2011-03-29,255,1,Churned
13804,United Kingdom,7,1462,2588.39,369.77,2011-02-23,2011-11-09,30,7,Active
13805,United Kingdom,2,1900,924.60,462.30,2011-08-02,2011-10-18,52,2,Active
13806,United Kingdom,1,56,256.38,256.38,2011-10-07,2011-10-07,63,1,At Risk
13807,United Kingdom,1,36,112.60,112.60,2010-12-07,2010-12-07,367,1,Churned
13808,United Kingdom,5,782,1747.66,349.53,2011-09-04,2011-12-04,5,5,Active
13809,Cyprus,1,29,155.05,155.05,2011-02-07,2011-02-07,305,1,Churned
13810,Germany,3,312,1499.01,499.67,2011-10-14,2011-11-11,28,3,Active
13811,Germany,3,68,814.50,271.50,2011-04-14,2011-06-09,183,3,Churned
13812,Germany,3,333,539.00,179.67,2011-08-26,2011-10-28,42,3,Active
13813,Germany,4,552,1366.86,341.72,2011-07-28,2011-10-31,39,4,Active
13814,Germany,2,864,1579.12,789.56,2011-07-25,2011-09-08,92,2,At Risk
13815,Germany,4,2560,4027.36,1006.84,2011-01-25,2011-11-17,22,4,Active
13816,Germany,2,269,571.67,285.84,2011-10-06,2011-11-16,23,2,Active
13817,Germany,2,211,382.98,191.49,2010-12-23,2011-11-10,29,2,Active
13819,United Kingdom,3,1109,1140.35,380.12,2011-01-24,2011-02-11,301,3,Churned
13821,United Kingdom,2,153,385.64,192.82,2011-03-23,2011-07-18,144,2,Churned
13822,United Kingdom,2,611,632.00,316.00,2011-10-30,2011-12-04,5,2,Active
13823,United Kingdom,2,439,957.66,478.83,2011-09-09,2011-11-21,18,2,Active
13824,United Kingdom,5,768,1698.94,339.79,2011-02-02,2011-11-07,32,5,Active
13826,United Kingdom,1,82,189.50,189.50,2011-06-16,2011-06-16,176,1,Churned
13827,United Kingdom,3,138,409.80,136.60,2011-07-19,2011-10-13,57,3,Active
13828,United Kingdom,1,311,209.49,209.49,2011-11-17,2011-11-17,22,1,Active
13831,United Kingdom,6,743,2198.45,366.41,2010-12-05,2011-11-23,16,6,Active
13832,United Kingdom,1,28,52.20,52.20,2011-11-20,2011-11-20,19,1,Active
13833,United Kingdom,1,117,383.85,383.85,2011-07-03,2011-07-03,159,1,Churned
13835,United Kingdom,4,442,834.57,208.64,2011-05-08,2011-11-14,25,4,Active
13837,United Kingdom,2,182,266.59,133.30,2011-01-26,2011-05-12,211,2,Churned
13838,United Kingdom,4,254,674.82,168.71,2010-12-05,2011-12-04,5,4,Active
13841,United Kingdom,1,100,85.00,85.00,2011-04-01,2011-04-01,252,1,Churned
13842,United Kingdom,9,1768,3385.62,376.18,2010-12-08,2011-10-12,58,9,Active
13844,United Kingdom,1,196,361.62,361.62,2011-11-28,2011-11-28,11,1,Active
13845,United Kingdom,1,182,312.98,312.98,2011-10-06,2011-10-06,64,1,At Risk
13846,United Kingdom,3,388,865.06,288.35,2010-12-14,2011-11-15,24,3,Active
13848,United Kingdom,3,3700,1255.00,418.33,2010-12-08,2011-09-08,92,3,At Risk
13849,United Kingdom,2,1016,1537.95,768.98,2011-06-22,2011-10-19,51,2,Active
13850,United Kingdom,1,944,1595.48,1595.48,2011-08-02,2011-08-02,129,1,Churned
13851,United Kingdom,3,1705,2651.46,883.82,2011-02-24,2011-09-05,95,3,At Risk
13853,United Kingdom,1,312,1090.14,1090.14,2011-10-13,2011-10-13,57,1,Active
13854,United Kingdom,25,2296,8109.52,324.38,2010-12-09,2011-12-01,8,25,Active
13856,United Kingdom,3,494,388.50,129.50,2011-05-20,2011-06-24,168,3,Churned
13858,United Kingdom,1,75,216.17,216.17,2011-10-13,2011-10-13,57,1,Active
13859,United Kingdom,1,129,201.16,201.16,2011-01-17,2011-01-17,326,1,Churned
13860,United Kingdom,5,591,1245.90,249.18,2011-09-14,2011-12-08,1,5,Active
13862,United Kingdom,8,1688,2209.36,276.17,2011-01-11,2011-11-21,18,8,Active
13863,United Kingdom,1,224,305.78,305.78,2011-04-06,2011-04-06,247,1,Churned
13865,United Kingdom,4,204,501.56,125.39,2011-02-23,2011-10-12,58,4,Active
13866,United Kingdom,1,57,145.67,145.67,2011-09-26,2011-09-26,74,1,At Risk
13867,United Kingdom,3,501,1005.09,335.03,2011-05-05,2011-11-08,31,3,Active
13868,United Kingdom,2,1964,3192.54,1596.27,2011-11-01,2011-12-02,7,2,Active
13869,United Kingdom,4,1709,3083.65,770.91,2010-12-17,2011-08-08,123,4,Churned
13870,United Kingdom,8,1325,2770.94,346.37,2011-02-25,2011-12-07,2,8,Active
13871,United Kingdom,13,2806,6403.25,492.56,2011-02-04,2011-11-17,22,13,Active
13873,United Kingdom,3,140,389.60,129.87,2011-02-03,2011-08-12,119,3,At Risk
13874,United Kingdom,1,180,540.45,540.45,2010-12-16,2010-12-16,358,1,Churned
13875,United Kingdom,5,1316,1786.79,357.36,2011-02-11,2011-10-17,53,5,Active
13876,United Kingdom,1,36,122.70,122.70,2011-10-07,2011-10-07,63,1,At Risk
13877,United Kingdom,1,108,117.24,117.24,2011-09-14,2011-09-14,86,1,At Risk
13878,United Kingdom,1,463,1271.57,1271.57,2011-10-16,2011-10-16,54,1,Active
13880,United Kingdom,13,1842,3219.77,247.67,2010-12-07,2011-11-18,21,13,Active
13881,United Kingdom,20,10118,17159.52,857.98,2011-02-01,2011-12-06,3,20,Active
13882,United Kingdom,5,953,1191.13,238.23,2011-10-06,2011-12-07,2,5,Active
13883,United Kingdom,5,1436,2674.48,534.90,2011-03-31,2011-11-29,10,5,Active
13884,United Kingdom,5,300,787.60,157.52,2011-03-01,2011-12-02,7,5,Active
13885,United Kingdom,2,182,506.80,253.40,2011-05-23,2011-06-03,189,2,Churned
13886,United Kingdom,1,126,243.56,243.56,2011-09-29,2011-09-29,71,1,At Risk
13887,United Kingdom,1,147,349.55,349.55,2011-05-19,2011-05-19,204,1,Churned
13888,United Kingdom,2,254,595.67,297.84,2011-05-05,2011-08-12,119,2,At Risk
13889,United Kingdom,1,146,416.90,416.90,2011-09-08,2011-09-08,92,1,At Risk
13890,United Kingdom,10,831,1883.81,188.38,2010-12-16,2011-12-08,1,10,Active
13892,United Kingdom,4,983,632.97,158.24,2011-04-07,2011-11-13,26,4,Active
13893,United Kingdom,1,190,821.10,821.10,2011-02-15,2011-02-15,297,1,Churned
13894,United Kingdom,3,354,564.62,188.21,2011-02-02,2011-11-16,23,3,Active
13895,United Kingdom,4,1365,2593.07,648.27,2011-06-28,2011-11-11,28,4,Active
13897,United Kingdom,1,200,311.16,311.16,2011-10-20,2011-10-20,50,1,Active
13898,United Kingdom,1,133,155.93,155.93,2011-01-18,2011-01-18,325,1,Churned
13899,United Kingdom,2,156,388.52,194.26,2011-03-10,2011-11-23,16,2,Active
13900,United Kingdom,3,430,740.95,246.98,2011-03-22,2011-06-09,183,3,Churned
13901,United Kingdom,5,1739,2867.20,573.44,2011-01-25,2011-09-28,72,5,At Risk
13904,United Kingdom,2,332,332.64,166.32,2011-02-18,2011-11-02,37,2,Active
13908,United Kingdom,4,1478,2369.55,592.39,2011-03-08,2011-09-21,79,4,At Risk
13911,United Kingdom,9,2731,2580.91,286.77,2011-02-04,2011-10-13,57,9,Active
13914,United Kingdom,2,380,626.45,313.23,2011-11-03,2011-11-28,11,2,Active
13917,United Kingdom,2,228,272.04,136.02,2011-06-01,2011-10-21,49,2,Active
13918,United Kingdom,2,1140,1212.84,606.42,2011-03-31,2011-10-21,49,2,Active
13919,Denmark,2,474,384.81,192.41,2011-08-10,2011-10-11,59,2,Active
13922,United Kingdom,1,93,172.25,172.25,2010-12-23,2010-12-23,351,1,Churned
13923,United Kingdom,1,185,351.13,351.13,2011-10-17,2011-10-17,53,1,Active
13924,United Kingdom,6,1575,1838.85,306.48,2011-09-28,2011-12-08,1,6,Active
13925,United Kingdom,4,331,678.25,169.56,2011-07-28,2011-09-08,92,4,At Risk
13926,United Kingdom,1,104,223.85,223.85,2011-11-16,2011-11-16,23,1,Active
13927,United Kingdom,1,214,348.99,348.99,2011-09-26,2011-09-26,74,1,At Risk
13928,United Kingdom,4,129,464.57,116.14,2011-07-29,2011-11-29,10,4,Active
13929,United Kingdom,2,143,842.65,421.33,2011-01-17,2011-06-23,169,2,Churned
13930,United Kingdom,2,274,337.34,168.67,2011-07-26,2011-10-13,57,2,Active
13931,United Kingdom,2,725,1237.53,618.77,2011-03-04,2011-09-05,95,2,At Risk
13932,United Kingdom,1,72,307.40,307.40,2011-02-18,2011-02-18,294,1,Churned
13933,United Kingdom,2,205,608.79,304.40,2011-07-14,2011-08-22,109,2,At Risk
13934,United Kingdom,1,390,922.10,922.10,2011-03-21,2011-03-21,263,1,Churned
13936,United Kingdom,1,330,376.58,376.58,2011-06-13,2011-06-13,179,1,Churned
13937,United Kingdom,1,123,158.85,158.85,2011-06-23,2011-06-23,169,1,Churned
13938,United Kingdom,1,70,71.66,71.66,2011-11-04,2011-11-04,35,1,Active
13939,United Kingdom,3,847,568.55,189.52,2011-02-01,2011-11-16,23,3,Active
13940,United Kingdom,4,516,839.14,209.79,2011-07-18,2011-11-22,17,4,Active
13941,United Kingdom,5,2364,5112.96,1022.59,2010-12-02,2011-11-18,21,5,Active
13946,United Kingdom,3,443,561.57,187.19,2011-03-17,2011-09-21,79,3,At Risk
13947,United Kingdom,1,44,90.60,90.60,2011-10-05,2011-10-05,65,1,At Risk
13948,United Kingdom,1,40,102.00,102.00,2010-12-14,2010-12-14,360,1,Churned
13949,United Kingdom,6,2474,2427.32,404.55,2011-09-06,2011-12-07,2,6,Active
13950,United Kingdom,4,323,745.06,186.27,2011-04-07,2011-11-28,11,4,Active
13951,United Kingdom,3,459,674.45,224.82,2011-02-18,2011-06-16,176,3,Churned
13952,United Kingdom,2,1431,3251.07,1625.54,2011-04-15,2011-05-06,217,2,Churned
13953,United Kingdom,7,2724,3515.68,502.24,2010-12-22,2011-12-02,7,7,Active
13954,United Kingdom,2,150,439.92,219.96,2011-09-30,2011-12-08,1,2,Active
13955,United Kingdom,2,154,322.96,161.48,2011-02-07,2011-07-08,154,2,Churned
13956,United Kingdom,5,486,1019.27,203.85,2011-03-13,2011-12-04,5,5,Active
13959,United Kingdom,3,355,594.04,198.01,2010-12-12,2011-09-21,79,3,At Risk
13960,United Kingdom,2,142,230.22,115.11,2011-09-29,2011-11-18,21,2,Active
13962,United Kingdom,2,87,169.55,84.78,2011-04-08,2011-11-18,21,2,Active
13963,United Kingdom,4,460,664.54,166.14,2010-12-07,2011-02-04,308,4,Churned
13967,United Kingdom,1,42,80.70,80.70,2011-07-17,2011-07-17,145,1,Churned
13969,United Kingdom,18,4528,9024.17,501.34,2010-12-09,2011-12-02,7,18,Active
13971,United Kingdom,8,1844,2758.26,344.78,2011-02-27,2011-11-21,18,8,Active
13972,United Kingdom,2,187,190.25,95.13,2011-05-22,2011-09-30,70,2,At Risk
13973,United Kingdom,1,109,264.70,264.70,2011-02-25,2011-02-25,287,1,Churned
13974,United Kingdom,1,249,413.59,413.59,2011-10-21,2011-10-21,49,1,Active
13975,United Kingdom,6,1697,2461.24,410.21,2011-03-08,2011-11-08,31,6,Active
13976,United Kingdom,1,154,357.98,357.98,2011-05-17,2011-05-17,206,1,Churned
13978,United Kingdom,2,315,196.79,98.40,2011-10-25,2011-11-25,14,2,Active
13979,United Kingdom,1,639,869.87,869.87,2011-09-27,2011-09-27,73,1,At Risk
13980,United Kingdom,1,172,200.14,200.14,2011-10-10,2011-10-10,60,1,Active
13982,United Kingdom,4,1136,1871.81,467.95,2010-12-09,2011-10-31,39,4,Active
13983,United Kingdom,12,1183,2603.43,216.95,2010-12-08,2011-11-10,29,12,Active
13984,United Kingdom,5,679,920.51,184.10,2010-12-08,2011-11-13,26,5,Active
13985,United Kingdom,15,3445,7060.13,470.68,2011-03-20,2011-12-05,4,15,Active
13986,United Kingdom,1,430,320.46,320.46,2011-11-22,2011-11-22,17,1,Active
13988,United Kingdom,6,3044,4147.96,691.33,2011-03-30,2011-11-20,19,6,Active
13989,United Kingdom,2,1313,1266.08,633.04,2011-04-14,2011-10-05,65,2,At Risk
13990,United Kingdom,1,190,311.30,311.30,2011-05-10,2011-05-10,213,1,Churned
13991,United Kingdom,6,995,852.88,142.15,2011-07-19,2011-11-27,12,6,Active
13992,United Kingdom,1,64,76.80,76.80,2011-11-09,2011-11-09,30,1,Active
13993,United Kingdom,9,900,3466.36,385.15,2011-01-13,2011-10-28,42,9,Active
13994,United Kingdom,6,932,2274.14,379.02,2011-07-14,2011-12-06,3,6,Active
13995,United Kingdom,5,879,1393.69,278.74,2011-04-08,2011-11-24,15,5,Active
13999,United Kingdom,12,2243,3901.81,325.15,2010-12-13,2011-11-29,10,12,Active
14000,United Kingdom,1,710,635.66,635.66,2011-05-12,2011-05-12,211,1,Churned
14001,United Kingdom,3,962,2043.08,681.03,2010-12-01,2011-10-25,45,3,Active
14002,United Kingdom,2,877,529.73,264.87,2011-07-06,2011-07-28,134,2,Churned
14004,United Kingdom,7,2668,4582.64,654.66,2011-02-24,2011-10-27,43,7,Active
14005,United Kingdom,5,2478,2874.72,574.94,2011-05-08,2011-11-30,9,5,Active
14006,United Kingdom,3,641,962.19,320.73,2011-01-31,2011-08-16,115,3,At Risk
14009,United Kingdom,2,365,695.61,347.81,2011-05-18,2011-05-25,198,2,Churned
14012,United Kingdom,1,160,328.80,328.80,2011-03-07,2011-03-07,277,1,Churned
14013,United Kingdom,3,462,473.02,157.67,2011-03-09,2011-08-21,110,3,At Risk
14014,United Kingdom,1,1076,505.18,505.18,2011-09-23,2011-09-23,77,1,At Risk
14015,United Kingdom,1,378,917.34,917.34,2011-10-18,2011-10-18,52,1,Active
14016,EIRE,4,2125,4341.21,1085.30,2010-12-17,2011-07-01,161,4,Churned
14019,United Kingdom,3,1037,1421.61,473.87,2011-07-24,2011-10-24,46,3,Active
14020,United Kingdom,2,441,642.80,321.40,2011-09-12,2011-11-23,16,2,Active
14021,United Kingdom,3,192,631.90,210.63,2011-03-28,2011-07-07,155,3,Churned
14022,United Kingdom,1,487,440.00,440.00,2011-04-28,2011-04-28,225,1,Churned
14023,United Kingdom,2,345,584.07,292.04,2011-04-03,2011-12-02,7,2,Active
14024,United Kingdom,2,150,327.70,163.85,2011-08-07,2011-08-10,121,2,Churned
14027,United Kingdom,1,62,104.82,104.82,2011-10-10,2011-10-10,60,1,Active
14029,United Kingdom,2,198,467.66,233.83,2011-07-18,2011-10-07,63,2,At Risk
14030,United Kingdom,8,1478,2358.84,294.86,2010-12-08,2011-11-21,18,8,Active
14031,United Kingdom,19,5788,17286.86,909.83,2010-12-02,2011-12-02,7,19,Active
14032,United Kingdom,11,2032,2975.59,270.51,2010-12-08,2011-12-07,2,11,Active
14034,United Kingdom,3,420,648.89,216.30,2011-07-05,2011-11-17,22,3,Active
14035,United Kingdom,5,739,1428.02,285.60,2011-02-15,2011-11-11,28,5,Active
14036,United Kingdom,1,268,626.65,626.65,2011-02-28,2011-02-28,284,1,Churned
14037,United Kingdom,2,46,147.20,73.60,2010-12-10,2011-06-16,176,2,Churned
14038,United Kingdom,3,965,1560.38,520.13,2011-05-16,2011-09-22,78,3,At Risk
14039,United Kingdom,1,92,152.20,152.20,2011-11-06,2011-11-06,33,1,Active
14040,United Kingdom,12,1544,3560.32,296.69,2011-01-12,2011-10-30,40,12,Active
14041,United Kingdom,1,94,141.41,141.41,2011-03-18,2011-03-18,266,1,Churned
14044,United Kingdom,4,304,646.42,161.61,2011-02-03,2011-11-13,26,4,Active
14045,United Kingdom,4,535,1659.75,414.94,2010-12-01,2011-08-22,109,4,At Risk
14046,United Kingdom,1,460,154.99,154.99,2011-02-28,2011-02-28,284,1,Churned
14047,United Kingdom,5,381,1308.61,261.72,2010-12-02,2011-12-01,8,5,Active
14048,United Kingdom,1,288,409.93,409.93,2011-02-07,2011-02-07,305,1,Churned
14049,United Kingdom,4,3808,5578.72,1394.68,2011-01-26,2011-11-23,16,4,Active
14050,United Kingdom,2,689,746.36,373.18,2011-08-25,2011-11-08,31,2,Active
14051,United Kingdom,23,3756,15610.39,678.71,2010-12-08,2011-12-09,0,23,Active
14052,United Kingdom,1,89,225.36,225.36,2011-11-20,2011-11-20,19,1,Active
14053,United Kingdom,2,215,260.25,130.13,2011-07-03,2011-08-07,124,2,Churned
14054,United Kingdom,1,62,92.46,92.46,2011-10-05,2011-10-05,65,1,At Risk
14055,United Kingdom,1,216,725.64,725.64,2011-08-25,2011-08-25,106,1,At Risk
14056,United Kingdom,23,4252,8152.71,354.47,2011-02-28,2011-12-08,1,23,Active
14057,United Kingdom,17,4873,6211.66,365.39,2010-12-14,2011-11-16,23,17,Active
14059,United Kingdom,1,128,183.60,183.60,2011-03-18,2011-03-18,266,1,Churned
14060,United Kingdom,19,5386,6140.42,323.18,2010-12-02,2011-12-05,4,19,Active
14062,United Kingdom,12,5593,10464.85,872.07,2010-12-10,2011-11-30,9,12,Active
14064,United Kingdom,5,1772,1334.34,266.87,2011-03-10,2011-11-10,29,5,Active
14066,United Kingdom,1,45,152.55,152.55,2011-03-18,2011-03-18,266,1,Churned
14067,United Kingdom,2,361,374.70,187.35,2011-09-04,2011-10-07,63,2,At Risk
14068,United Kingdom,1,73,265.85,265.85,2011-01-23,2011-01-23,320,1,Churned
14071,United Kingdom,8,994,1437.57,179.70,2011-03-20,2011-12-06,3,8,Active
14073,United Kingdom,1,130,151.04,151.04,2011-11-07,2011-11-07,32,1,Active
14075,United Kingdom,3,754,942.26,314.09,2011-03-23,2011-12-05,4,3,Active
14076,United Kingdom,1,79,118.67,118.67,2011-08-02,2011-08-02,129,1,Churned
14077,United Kingdom,5,268,499.42,99.88,2011-03-10,2011-10-30,40,5,Active
14078,United Kingdom,6,310,1049.37,174.90,2010-12-01,2011-08-30,101,6,At Risk
